,age,body_type,diet,drinks,drugs,height,income,job,orientation,sex,sign,smokes,status,diet_modifier,education_status,education_institution,ethnicities_indian,ethnicities_native_american,ethnicities_middle_eastern,ethnicities_asian,ethnicities_white,ethnicities_black,ethnicities_other,ethnicities_pacific_islander,ethnicities_hispanic_/_latin,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_modifier,speaks_english,speaks_spanish,speaks_french,speaks_c++,speaks_chinese,speaks_japanese,speaks_german,speaks_italian
7500,30,average,anything,often,never,71.0,40000.0,sales / marketing / biz dev,straight,m,scorpio,no,single,mostly,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
7525,29,athletic,anything,socially,never,72.0,60000.0,executive / management,straight,m,leo,when drinking,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,has a kid,might want,likes cats,likes dogs,catholicism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
7538,24,curvy,anything,socially,never,68.0,30000.0,other,bisexual,f,aries,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,atheism,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
7581,40,curvy,other,socially,never,68.0,30000.0,medicine / health,straight,f,taurus,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
7583,38,full figured,anything,socially,never,71.0,60000.0,education / academia,straight,f,cancer,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,catholicism,laughing about it,no specified sign modifier,1,0,0,0,0,0,0,0
7665,24,fit,anything,socially,sometimes,72.0,20000.0,medicine / health,straight,m,leo,when drinking,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,has dogs,christianity,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
7672,21,athletic,other,rarely,never,61.0,20000.0,computer / hardware / software,straight,m,libra,no,single,mostly,graduated from,high school,0,0,0,0,0,1,0,0,0,doesn't have kids,wants,likes cats,has dogs,christianity,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
7707,29,fit,anything,socially,never,67.0,150000.0,transportation,straight,m,cancer,no,single,mostly,dropped out of,college/university,0,0,0,0,1,0,1,1,1,doesn't have kids,wants,likes cats,likes dogs,catholicism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
7878,32,fit,other,socially,never,70.0,50000.0,artistic / musical / writer,straight,f,leo,no,single,mostly,working on,space camp,0,0,0,0,0,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
7991,26,average,anything,not at all,never,69.0,20000.0,other,straight,m,capricorn,no,single,mostly,working on,college/university,0,0,0,0,0,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,very serious about it,and it's fun to think about,1,0,0,0,0,0,1,1
8007,26,fit,anything,socially,never,76.0,100000.0,computer / hardware / software,straight,m,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,1,1,0,0,0,0,1
8073,34,full figured,anything,socially,never,61.0,20000.0,medicine / health,straight,f,gemini,no,single,mostly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,has dogs,catholicism,very serious about it,and it matters a lot,1,0,0,0,0,0,0,0
8168,43,athletic,anything,socially,sometimes,65.0,40000.0,law / legal services,straight,f,aquarius,when drinking,single,mostly,graduated from,law school,0,1,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,other,somewhat serious about it,and it matters a lot,1,0,0,0,0,0,0,0
8371,28,average,anything,often,never,68.0,30000.0,artistic / musical / writer,straight,m,leo,trying to quit,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,has dogs,atheism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
8409,66,fit,vegetarian,socially,sometimes,70.0,60000.0,rather not say,straight,m,aquarius,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has a kid,doesn't want,likes cats,likes dogs,judaism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
8495,22,curvy,anything,socially,sometimes,63.0,20000.0,artistic / musical / writer,straight,f,leo,no,single,mostly,working on,college/university,0,0,0,0,0,1,0,0,0,doesn't have kids,might want,likes cats,likes dogs,catholicism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
8671,28,fit,vegan,rarely,never,67.0,80000.0,computer / hardware / software,straight,m,virgo,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,1,0,0,1,0,0,0
8756,47,full figured,anything,socially,never,68.0,50000.0,medicine / health,straight,f,virgo,no,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,has a kid,doesn't want,likes cats,has dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
8891,20,a little extra,anything,socially,sometimes,64.0,20000.0,student,straight,f,sagittarius,yes,single,no specified diet modifier,working on,two-year college,0,0,0,1,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,other,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
8958,22,fit,anything,not at all,never,68.0,20000.0,sales / marketing / biz dev,straight,m,cancer,when drinking,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
9002,31,curvy,anything,socially,sometimes,63.0,40000.0,education / academia,straight,f,gemini,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,1,doesn't have kids,wants,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
9046,20,average,anything,rarely,never,63.0,20000.0,student,bisexual,m,libra,no,single,mostly,working on,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,likes cats,has dogs,agnosticism,not too serious about it,but it doesn't matter,1,1,0,0,0,0,0,1
9057,23,athletic,anything,socially,never,67.0,20000.0,military,straight,m,leo,no,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,1,0,doesn't have kids,wants,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
9090,28,athletic,anything,often,sometimes,73.0,30000.0,sales / marketing / biz dev,straight,m,libra,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
9109,40,athletic,vegetarian,rarely,never,67.0,20000.0,student,straight,f,leo,no,single,strictly,working on,ph.d program,0,0,0,0,0,0,1,0,0,doesn't have kids,wants,likes cats,likes dogs,catholicism,somewhat serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
9111,38,athletic,anything,socially,never,75.0,1000000.0,banking / financial / real estate,straight,m,leo,no,single,mostly,graduated from,ph.d program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,1,1,1,0,0,0,0
9121,19,a little extra,anything,desperately,never,61.0,20000.0,student,straight,f,virgo,yes,single,mostly,working on,two-year college,0,0,0,0,0,1,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,somewhat serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
9163,31,skinny,anything,often,sometimes,76.0,40000.0,education / academia,straight,m,cancer,trying to quit,single,mostly,graduated from,two-year college,0,0,0,0,0,0,0,0,1,doesn't have kids,wants,likes cats,likes dogs,catholicism,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
9220,64,average,anything,socially,never,74.0,30000.0,other,straight,m,sagittarius,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,judaism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
9287,39,average,anything,socially,never,66.0,30000.0,sales / marketing / biz dev,straight,f,scorpio,no,single,mostly,graduated from,college/university,0,1,0,0,0,0,0,0,0,has a kid,might want,likes cats,likes dogs,christianity,somewhat serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
9353,22,curvy,vegan,often,never,67.0,20000.0,education / academia,straight,f,pisces,when drinking,single,mostly,working on,space camp,0,1,0,0,0,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,0,1,0,0,0,0,0
9366,34,average,other,socially,never,61.0,100000.0,executive / management,straight,f,aquarius,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,has dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
9392,42,fit,vegetarian,socially,never,73.0,100000.0,science / tech / engineering,straight,m,taurus,no,single,mostly,graduated from,ph.d program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
9470,26,average,vegetarian,often,sometimes,74.0,20000.0,student,straight,m,capricorn,no,single,strictly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
9497,29,overweight,vegetarian,often,never,69.0,30000.0,other,straight,f,aquarius,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,atheism,very serious about it,and it's fun to think about,1,0,0,1,0,0,0,0
9530,31,thin,vegetarian,rarely,never,66.0,50000.0,sales / marketing / biz dev,straight,f,libra,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,christianity,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
9542,19,curvy,other,socially,never,65.0,1000000.0,artistic / musical / writer,bisexual,f,taurus,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,buddhism,somewhat serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
9634,27,curvy,anything,socially,never,68.0,70000.0,executive / management,straight,f,leo,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,has dogs,christianity,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
9698,26,a little extra,anything,very often,never,65.0,30000.0,science / tech / engineering,straight,f,pisces,when drinking,single,mostly,working on,ph.d program,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
9699,34,curvy,anything,socially,never,65.0,80000.0,sales / marketing / biz dev,straight,f,libra,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,0,1,0,0,0,0,0
9751,46,average,anything,not at all,never,70.0,50000.0,other,straight,m,scorpio,no,single,mostly,graduated from,masters program,0,0,0,1,0,0,0,0,0,doesn't have kids,doesn't want,likes cats,has dogs,agnosticism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
9828,25,full figured,anything,socially,often,73.0,70000.0,computer / hardware / software,straight,m,sagittarius,no,single,mostly,working on,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,1,0,0,0,0,1,0
9914,41,curvy,anything,rarely,never,69.0,30000.0,artistic / musical / writer,straight,f,scorpio,no,single,strictly,dropped out of,college/university,0,0,0,0,1,0,0,0,1,has a kid,might want,has cats,likes dogs,other,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
9978,25,average,anything,socially,never,71.0,60000.0,science / tech / engineering,straight,m,cancer,when drinking,single,mostly,working on,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,1,0,0,0,0,1,0
10008,38,fit,vegan,socially,never,63.0,70000.0,computer / hardware / software,bisexual,f,aquarius,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,other,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
10146,52,curvy,vegetarian,not at all,never,65.0,30000.0,artistic / musical / writer,straight,f,virgo,no,single,no specified diet modifier,graduated from,college/university,0,0,0,0,1,0,0,0,0,has kids,doesn't want,has cats,likes dogs,catholicism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
10208,29,fit,anything,rarely,never,72.0,100000.0,computer / hardware / software,straight,m,libra,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,1,0,1,0,0,0,0
10242,39,jacked,anything,socially,never,68.0,40000.0,medicine / health,straight,m,cancer,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,catholicism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
10348,35,athletic,anything,socially,never,67.0,40000.0,other,straight,f,capricorn,sometimes,single,no specified diet modifier,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,1,1,0,0,0,0,0
10391,41,curvy,anything,socially,never,64.0,60000.0,hospitality / travel,straight,f,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,has dogs,agnosticism,laughing about it,and it's fun to think about,1,1,1,0,0,0,0,0
10400,57,fit,vegetarian,socially,never,68.0,80000.0,artistic / musical / writer,straight,f,scorpio,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,has dogs,other,somewhat serious about it,and it's fun to think about,1,1,1,0,0,0,0,0
10413,28,average,anything,socially,never,72.0,20000.0,banking / financial / real estate,straight,m,leo,no,single,strictly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
10551,20,curvy,anything,not at all,never,64.0,20000.0,student,straight,f,cancer,no,seeing someone,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,has dogs,agnosticism,somewhat serious about it,and it matters a lot,1,0,0,0,0,0,0,0
10587,24,a little extra,anything,rarely,never,68.0,20000.0,entertainment / media,straight,m,taurus,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,1,doesn't have kids,might want,has cats,likes dogs,catholicism,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
10599,30,fit,anything,socially,never,70.0,50000.0,construction / craftsmanship,straight,m,leo,no,single,mostly,graduated from,high school,0,0,0,0,1,0,0,1,1,doesn't have kids,wants,likes cats,has dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
10655,30,average,anything,socially,sometimes,70.0,40000.0,hospitality / travel,gay,m,virgo,sometimes,single,strictly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,atheism,not too serious about it,but it doesn't matter,1,1,1,0,0,0,0,0
10863,24,thin,anything,socially,sometimes,67.0,20000.0,student,straight,f,aries,yes,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,atheism,very serious about it,but it doesn't matter,1,0,1,0,0,0,0,0
10923,27,curvy,anything,socially,never,66.0,30000.0,other,straight,f,virgo,no,single,mostly,graduated from,college/university,0,1,0,0,0,0,0,0,1,doesn't have kids,wants,has cats,likes dogs,other,somewhat serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
