,age,body_type,diet,drinks,drugs,height,job,orientation,sex,smokes,status,diet_modifier,education_status_extracted,education_institution_extracted,ethnicities_pacific_islander,ethnicities_other,ethnicities_black,ethnicities_indian,ethnicities_middle_eastern,ethnicities_native_american,ethnicities_hispanic_/_latin,ethnicities_asian,ethnicities_white,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_extracted,sign_modifier_extracted,speaks_english,speaks_spanish,speaks_french,speaks_russian,speaks_c++,speaks_chinese,speaks_tagalog,speaks_esperanto,speaks_portuguese,speaks_japanese,speaks_lisp,speaks_ukrainian,speaks_german,speaks_sanskrit,speaks_thai,speaks_hindi,speaks_ancient,speaks_italian,speaks_sign,speaks_swedish,speaks_sign_language,speaks_romanian,speaks_latin,speaks_other,speaks_dutch,speaks_danish,speaks_arabic,speaks_hebrew,speaks_korean,speaks_gujarati,speaks_hawaiian,speaks_farsi,speaks_afrikaans,speaks_yiddish,speaks_hungarian,speaks_vietnamese,speaks_indonesian,speaks_latvian,speaks_irish,speaks_swahili,speaks_rotuman,speaks_czech,speaks_icelandic,speaks_norwegian,speaks_tamil,speaks_greek,speaks_tibetan,speaks_catalan,speaks_croatian,speaks_turkish,speaks_armenian,speaks_mongolian,speaks_serbian,speaks_polish,speaks_slovak,speaks_bengali,speaks_urdu,speaks_persian,speaks_welsh,speaks_khmer,speaks_ilongo,speaks_cebuano,speaks_malay,speaks_albanian,speaks_bulgarian,speaks_basque,speaks_occitan,speaks_finnish
1271,-0.24609264906939074,1,0,4,0,-1.0958354381296829,10,0,0,0,3,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,8,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,-0.6675920973790438,6,3,4,0,-1.0958354381296829,15,2,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,8,3,6,1,4,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,0.5969062475499154,1,0,4,0,0.17048980184405246,1,2,1,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,-0.4568423732242173,2,0,4,0,0.17048980184405246,17,2,1,0,3,0,1,6,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,5,3,4,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,0.49153138547250214,0,0,1,2,0.9302849458282936,3,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,-0.14071778699197746,4,0,4,0,-1.602365534119177,12,2,0,0,3,1,0,6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,-0.14071778699197746,0,0,2,2,-0.8425703901349357,0,2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,-0.35146751114680397,2,0,4,0,1.1835499938230407,3,2,1,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,8,0,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,-1.4052161319209366,10,0,1,0,-1.3491004861244298,18,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,-1.4052161319209366,3,0,4,0,1.1835499938230407,12,2,0,0,3,1,2,7,0,0,0,0,0,0,0,0,1,0,2,0,0,3,2,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,-0.7729669594564571,10,5,1,0,-0.3360402941454416,3,2,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,-1.2998412698435233,1,0,4,2,2.1966101858020286,13,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,0.07003193716284907,0,5,4,2,-0.3360402941454416,3,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,-0.4568423732242173,4,0,4,0,-0.08277524615069459,6,2,1,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8,1,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,0.8076559717047419,0,0,3,0,0.4237548498387995,12,2,1,0,3,1,1,7,0,0,0,0,0,0,0,0,1,0,0,1,1,7,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,1.229155420014395,1,5,3,0,0.6770198978335465,10,2,1,4,3,1,2,7,0,0,1,0,0,0,0,0,0,0,0,1,1,8,3,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0.5969062475499154,7,0,4,0,-0.3360402941454416,7,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,10,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,-0.35146751114680397,2,4,3,0,-1.3491004861244298,17,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,11,2,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,-0.4568423732242173,1,0,4,0,-0.5893053421401887,10,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,1,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,0.49153138547250214,1,0,4,0,0.4237548498387995,16,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,-1.4052161319209366,10,0,4,0,-2.362160678103418,3,1,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,8,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,-0.5622172353016305,9,0,1,0,0.4237548498387995,12,2,1,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,11,3,4,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0.7022811096273287,1,0,4,0,0.17048980184405246,3,2,1,0,3,1,1,3,0,0,1,0,0,0,0,0,0,0,2,1,1,4,1,5,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,-0.03534292491456419,2,0,4,0,1.4368150418177876,7,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,-0.9837166836112836,9,5,4,0,1.4368150418177876,8,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,6,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,-0.9837166836112836,2,0,3,0,-1.0958354381296829,18,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,5,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,-0.6675920973790438,1,0,4,0,0.17048980184405246,11,2,1,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,4,1,2,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,0.8076559717047419,11,0,1,0,-1.602365534119177,2,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,8,3,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,2.9151532132530074,2,0,1,0,-0.5893053421401887,13,1,1,0,3,1,2,7,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,0.3861565233950889,1,0,3,0,-1.602365534119177,10,2,0,0,3,1,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,11,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,-0.35146751114680397,1,5,4,0,-1.3491004861244298,18,2,0,0,3,0,2,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,-0.9837166836112836,0,0,4,2,0.4237548498387995,18,2,1,2,3,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0.9130308337821552,0,0,1,0,-0.08277524615069459,8,1,1,0,3,2,1,7,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,-0.6675920973790438,0,0,4,2,0.4237548498387995,0,2,1,3,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,-0.8783418215338703,1,0,4,0,0.4237548498387995,18,2,1,0,3,1,2,4,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0.3861565233950889,0,0,2,0,0.9302849458282936,17,2,1,0,3,2,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,1.1237805579369817,2,5,4,0,0.4237548498387995,16,2,1,4,3,2,1,7,0,0,0,0,0,0,0,1,0,0,1,1,1,5,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,0.7022811096273287,0,0,4,0,1.1835499938230407,4,2,1,0,3,2,0,6,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,0.07003193716284907,0,0,4,0,-0.08277524615069459,10,2,0,0,3,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,2,8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,2.2829040407885275,4,0,4,0,-1.8556305821139238,12,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,8,1,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,-0.9837166836112836,10,0,4,2,-1.0958354381296829,6,0,0,2,3,1,2,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,-1.1944664077661102,10,0,4,2,0.4237548498387995,4,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,-0.8783418215338703,3,0,4,0,-0.08277524615069459,3,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,8,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,-1.51059099399835,2,0,3,0,-1.0958354381296829,18,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,1.229155420014395,1,3,4,0,-0.08277524615069459,10,2,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,3,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,-0.6675920973790438,4,0,4,2,0.9302849458282936,8,2,1,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,-1.089091545688697,8,5,3,0,-1.8556305821139238,18,2,1,0,3,1,2,7,0,0,0,0,0,0,0,1,0,0,2,1,0,3,0,8,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,3.7581521098723134,0,0,3,0,0.17048980184405246,15,2,1,0,3,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1,7,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,-0.4568423732242173,4,0,2,0,-1.0958354381296829,7,0,0,1,3,1,1,3,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,-0.5622172353016305,0,0,4,2,-2.108895630108671,16,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,1.650654868324048,4,0,2,0,-0.8425703901349357,1,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,3.0205280753304207,4,5,3,0,0.4237548498387995,5,2,1,0,3,1,1,5,0,0,0,0,0,0,0,0,1,0,1,1,1,7,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,-0.9837166836112836,2,0,4,0,2.1966101858020286,3,2,1,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,-1.2998412698435233,2,0,4,1,2.4498752337967757,0,2,1,4,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,11,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,-1.089091545688697,3,0,4,0,-0.08277524615069459,12,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,1.7560297304014614,3,0,1,0,-0.5893053421401887,12,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,1,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,-0.14071778699197746,1,3,4,0,0.9302849458282936,4,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,-0.4568423732242173,2,5,4,0,-2.108895630108671,9,2,0,0,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,6,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,-0.6675920973790438,1,1,1,0,0.6770198978335465,18,2,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6,3,8,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,-0.8783418215338703,10,0,2,0,1.4368150418177876,8,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,10,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,-0.03534292491456419,4,3,4,0,-1.8556305821139238,3,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,3,10,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
